구인상태,근무내용,근무시간,근무지역,급여,등록일,성별,업체명,연령,지원방법,지원서류,직종,채용인원
구인상태구인마감,"근무내용<인우빌딩>- 건물 관리원 1명*빌딩 관리 업무*격일, 08:00~익일08:00*월급 230만원*상용직*남, 소방안전관리자2급 자격증 우대*근무지 : 마포구 토정로35길 11 인우빌딩 / 마포역 1번출구*지원방법 : 전화 후 방문 010-5279-7311*지원서류 : 이력서*정보출처 : 고용24","근무시간격일, 08:00~익일08:00",근무지역마포구 용강동,급여월급 230만원,등록일2025-01-07,성별남,업체명인우빌딩,연령무관,지원방법전화 후 방문 010-5279-7311,지원서류,직종건물 관리원,채용인원1명
구인상태구인마감,"근무내용<주식회사금조산업>- 빌딩 경비원 1명*건물 경비 업무*주5일, 09:00~18:00(격일제 전환예정)*월급 217만원*상용직*남, 일반경비원 신임교육 이수증 필수*근무지 : 성동구 성수일로 39-34 서울숲 더스페이스 / 뚝섬역 5,6번출구*지원방법 : 팩스지원 02-761-1162 / 전화지원 02-761-1086*지원서류 : 이력서*정보출처 : 고용24",근무시간주5일,근무지역성동구 성수동,급여월급 217만원,등록일2025-01-07,성별남,업체명주식회사금조산업,연령무관,지원방법팩스지원 02-761-1162,지원서류,직종빌딩 경비원,채용인원1명
구인상태구인마감,"근무내용<(주)홈스웰>- 아파트 외곽 청소원 1명*아파트 외곽 청소 업무*격주, 평일 08:00~16:00 / 격주 토 08:00~12:00*월급 1,892,200원*계약직(3개월)*남*근무지 : 용산구 서빙고로 31, 용산시티파크2단지트 / 신용산역 2번출구*지원방법 : 전화 후 방문 010-6741-7951*지원서류 : 이력서*정보출처 : 고용24","근무시간격주, 내용참조",근무지역용산구 한강로3가,"급여월급 1,892,200원",등록일2025-01-06,성별남,업체명(주)홈스웰,연령무관,지원방법전화 후 방문 010-6741-7951,지원서류,직종아파트 외곽 청소원,채용인원1명
구인상태구인마감,"근무내용<커피빈코리아, 도심공항점>- 매장보조원 1명*매장보조 및 청소 업무*주5일, 평일 18:00~22:30 (휴게 30분)*시급 10,030원(3개월 근무 시 월4만원 추가)*계약직(3개월)*60세 이상만 지원가능, 성별 무관*근무지 : 강남구 테헤란로87길 22 커피빈(도심공항점) / 삼성역 5번출구*지원방법 :이메일지원 goldenjob@seoulnoin.or.kr*지원서류 : 이력서*정보출처 : 서울노인복지센터※이력서 양식은 자유양식이며, 첨부파일 다운받아 활용 가능합니다.","근무시간주5일, 내용참조",근무지역강남구 삼성동,"급여시급 10,030원",등록일2025-01-06,성별무관,"업체명커피빈코리아, 도심공항점",연령60세 이상,지원방법*상담사 알선 02-6220-8640,지원서류07. 이력서 양식(0).hwp,직종매장보조원,채용인원1명
구인상태구인마감,"근무내용<예주산업(주)>- 아파트 청소원 1명*아파트 내부 청소 업무*주5일, 09:00~15:00*월급 130만원*계약직(12개월)*여*근무지 : 도봉구 해등로 50 (창동) 주공3단지아파트 / 창동역 2번출구*지원방법 : 전화 후 방문 010-9612-0191 / 팩스지원 02-335-0999*지원서류 : 이력서*정보출처 : 고용24","근무시간주5일, 09:00~15:00",근무지역도봉구 창동,급여월급 130만원,등록일2025-01-03,성별여,업체명예주산업(주),연령무관,지원방법전화 후 방문 010-9612-0191,지원서류,직종아파트 청소원,채용인원1명
구인상태구인마감,"근무내용<지앤지자산관리주식회사>- 빌딩 보안원 1명*빌딩 순찰, 내방객 관리, 주차 관제 업무*격일, 07:00~익일07:00*월급 240만원 (1식 제공)*계약직(12개월)*남, PC사용 가능자*근무지 : 마포구 와우산로 48 (상수동) 로하스타워 / 상수역 2번출구*지원방법 : 팩스지원 02-2135-3208 / 이메일지원 daykyd@naver.com*지원서류 : 이력서*정보출처 : 고용24","근무시간격일, 07:00~익일07:00",근무지역마포구 상수동,급여월급 240만원,등록일2025-01-03,성별남,업체명지앤지자산관리주식회사,연령무관,지원방법팩스지원 02-2135-3208,지원서류,직종빌딩 보안원,채용인원1명
구인상태구인마감,"근무내용<주식회사창공엔지니어링>- 가스 검침원 2명*도시가스 계량기 검침, 송달 및 사용시설 안전점검 업무*주5일, 09:00~18:00*월급 245만원*계약직(12개월)*여*근무지 : 광진구 자양번영로5길 8 3층 / 자양역 1번출구*지원방법 : 팩스지원 02-6713-7084 / 이메일지원 knt514@naver.com*지원서류 : 이력서*정보출처 : 고용24","근무시간주5일, 09:00~18:00",근무지역광진구 자양동,급여월급 245만원,등록일2025-01-03,성별여,업체명주식회사창공엔지니어링,연령무관,지원방법팩스 지원 02-6713-7084,지원서류,직종가스 검침원,채용인원2명
구인상태구인마감,"근무내용<춘태개발>- 상가 청소원 1명*복도, 계단, 화장실 청소 업무*주5일, 09:00~17:00(휴게 2시간)*월급 185만원*계약직(12개월)*여*근무지 : 동대문구 망우로21길 52(휘경동) / 회기역 2번출구*지원방법 : 전화 후 방문 02-2215-9555 / 팩스지원 02-2245-0086*지원서류 : 이력서*정보출처 : 고용24","근무시간주5일, 09:00~17:00(휴게 2시간)",근무지역동대문구 휘경동,급여월급 185만원,등록일2025-01-03,성별여,업체명춘태개발,연령무관,지원방법전화 후 방문 02-2215-9555,지원서류,직종상가 청소원,채용인원1명
구인상태구인마감,"근무내용<(주)미래에이비엠>- 아파트 외곽 청소원 1명*아파트 외곽 청소 업무*주5일, 월,수요일: 08:00~15:00 / 화, 목, 금: 09:00~16:0030시간)*월급 1,619,700원*계약직(12개월)*남*근무지 : 중랑구 신내로 127 (신내동) 신내9단지아파트 / 봉화산역 3번출구*지원방법 : 전화 후 방문 010-2932-1838*지원서류 : 이력서*정보출처 : 고용24",근무시간주5일,근무지역중랑구 신내동,"급여월급 1,619,700원",등록일2025-01-03,성별남,업체명(주)미래에이비엠,연령무관,지원방법전화 후 방문 010-2932-1838,지원서류,직종아파트 외곽 청소원,채용인원1명
구인상태구인마감,"근무내용<(주)새암씨앤에스>- 빌딩 경비원 1명*경비, 주차 관리 업무*격일, 07:00~익일07:00 (휴게 10.5시간)*월급 225만원*계약직(12개월)*남, 일반경비원 신임교육이수증 필수, 복지카드 소지자 우대*근무지 : 서초구 서초대로77길 61 (서초동) S&G 타워 / 신논현역 7번출구*지원방법 : 이메일지원 choibj00@naver.com / 전화지원 031-781-9855*지원서류 : 이력서*정보출처 : 고용24","근무시간격일, 07:00~익일07:00",근무지역서초구 서초동,급여월급 225만원,등록일2024-12-30,성별남,업체명(주)새암씨앤에스,연령무관,지원방법이메일지원 choibj00@naver.com,지원서류,직종빌딩 경비원,채용인원1명
구인상태구인마감,"근무내용<(주)태원에이엠>- 빌딩 안내원 1명*빌딩 안내데스크 방문객 안내 업무*격일, 07:00~익일07:00 (휴게 8시간)*월급 277만원*계약직(12개월)*남, 일반경비원 신임교육이수증 필수*근무지 : 영등포구 국회대로62길 15(여의도동) 광복회관 / 국회의사당역 4번출구*지원방법 : 이메일지원 taewonamam@naver.com / 팩스지원 02-470-4107*지원서류 : 이력서*정보출처 : 고용24","근무시간격일, 07:00~익일07:00",근무지역영등포구 여의도동,급여월급 277만원,등록일2024-12-30,성별남,업체명(주)태원에이엠,연령무관,지원방법팩스지원 02-470-4107,지원서류,직종빌딩 안내원,채용인원1명
구인상태구인마감,"근무내용<인덕종합관리(주)>- 아파트 청소원 1명*아파트 내부 청소 업무, 신주없음*주6일, 평일 08:30~15:00 / 토요일 08:30~11:30*월급 157만원*계약직(12개월)*여*근무지 : 서대문구 세검정로 134 (홍제동) 유원하나아파트*지원방법 : 전화 후 방문 010-3559-9840*지원서류 : 이력서*정보출처 : 고용24",근무시간주6일,근무지역서대문구 홍제동,급여월급 157만원,등록일2024-12-30,성별여,업체명인덕종합관리(주),연령무관,지원방법전화 후 방문 010-3559-9840,지원서류,직종아파트 청소원,채용인원1명
구인상태구인마감,"근무내용<(주)푸디스엘엔에프>- 주방 보조원 1명*직원식당 주방보조, 설거지 업무*중식만 150식, 찬모있음, 퇴직금, 연차사용가능*주6일 09:00~16:00 (휴게시간 30분)*시급 13,000원*상용직*여*근무지 : 강남구 강남대로 492 HM타워 나나성형외과 / 신논현역 3번출구*지원방법 : 전화 후 방문 010-8710-3228*지원서류 : 이력서*정보출처 : 고용24",근무시간주6일 09:00~16:00,근무지역강남구 논현동,"급여시급 13,000원",등록일2024-12-30,성별여,업체명(주)푸디스엘엔에프,연령무관,지원방법전화 후 방문 010-8710-3228,지원서류,직종주방 보조원(병원),채용인원1명
구인상태구인마감,"근무내용<대신관리주식회사>- 아파트 경비원 1명*아파트 경비 업무*격일 07:00~익일07:00 (휴게 10시간)*월급 224만원*계약직(12개월)*남, 일반경비원 신임교육이수증 필수*근무지 : 성동구 금호동2가 금호로 111(금호동) 하이리버 / 신금호역 4번출구*지원방법 : 전화 후 방문 010-7101-7845*지원서류 : 이력서*정보출처 : 고용24",근무시간격일 07:00~익일07:00,근무지역성동구 금호동,급여월급 224만원,등록일2024-12-30,성별남,업체명주식회사 해광,연령무관,지원방법전화 후 방문 010-7101-7845,지원서류,직종아파트 경비원,채용인원1명
구인상태구인마감,"근무내용<(주)대종실업>- 교회 청소원 1명*교회 내부 청소 업무*주5일, 월~토 08:00~17:00 (일요일과 월요일이나 화요일 휴무)*월급 210만원*계약직(12개월)*여, ~65세까지*1월2일 출근예정*근무지 : 중구 퇴계로 61 금오빌딩 6,7층 / 회현역 6번출구*지원방법 : 전화 후 방문 010-5231-8058*지원서류 : 이력서*정보출처 : 서울노인복지센터","근무시간주5일, 내용참조",근무지역중구 남창동,급여월급 210만원,등록일2024-12-30,성별여,업체명(주)대종실업,연령~68세까지,지원방법전화 후 방문 010-5231-8058,지원서류,직종교회 청소원,채용인원1명
구인상태구인마감,"근무내용<대신관리주식회사>- 아파트 외곽 청소원 1명*아파트 외곽 청소 업무*주6일, 평일 09:00~17:00, 토요일 09:00~15:00*월급 205만원*계약직(12개월)*남, 복지카드소지자 우대*근무지 : 광진구 뚝섬로34길 25-19 자양10차현대홈타운 / 자양역 1번출구*지원방법 : 전화 후 방문 02-3494-5787*지원서류 : 이력서*정보출처 : 고용24",근무시간주6일,근무지역광진구 자양동,급여월급 205만원,등록일2024-12-27,성별남,업체명대신관리주식회사,연령무관,지원방법전화 후 방문 02-3494-5787,지원서류,직종아파트 외곽 청소원,채용인원1명
구인상태구인마감,"근무내용<에이치디씨랩스(주)>- 빌딩 외곽청소원 2명*재활용 수거(외곽) 및 주차장 청소 업무*주5일, 14:00~22:00 (휴게 1.5시간)*월급 182만원(25년1월 인상예정)*계약직(12개월)*남*근무지 : 광진구 능동로 90, 더클래식500 (자양동) / 건대입구역 4, 5번출구*지원방법 : 문자지원 010-7114-2119 (이력서 찍어서 문자발송, 사진필수)*지원서류 : 이력서*정보출처 : 고용24",근무시간주5일,근무지역광진구 자양동,급여월급 182만원,등록일2024-12-27,성별남,업체명에이치디씨랩스(주),연령무관,지원방법문자지원 010-7114-2119,지원서류,직종빌딩 외곽청소원,채용인원2명
구인상태구인마감,"근무내용<지앤비시스템>- 병원 청소원 1명*병원 내 청소 업무*주6일, 평일 07:00~16:00 (휴게 1시간), 토 07:00~09:30*월급 2,260,000원(중식 제공)*상용직*여, 인근 거주자 및 경력자 우대*근무지 : 노원구 노해로 456 동방빌딩 노원삼성정형외과 / 노원역 6번출구*지원방법 : 전화 후 방문 010-9974-6672*지원서류 : 이력서*정보출처 : 서울노인복지센터",근무시간주6일,근무지역노원구 상계동,"급여월급 2,260,000원",등록일2024-12-26,성별여,업체명(주)지앤비시스템,연령무관,지원방법전화 후 방문 010-9974-6672,지원서류,직종병원 청소원,채용인원1명
구인상태구인마감,"근무내용<지앤비시스템>- 병원 청소원 1명*한방병원 내 청소 업무*주6일 06:00~15:00 (휴게 2시간)*월급 2,223,000원(조/중식 제공)*상용직*여, 인근 거주자 및 경력자 우대*근무지 : 서초구 서초대로 338(서초동) 모커리한방병원 / 교대역 1번출구*지원방법 : 전화 후 방문 010-5204-7966*지원서류 : 이력서*정보출처 : 서울노인복지센터",근무시간주6일 06:00~15:00,근무지역서초구 서초동,"급여월급 2,223,000원",등록일2024-12-26,성별여,업체명(주)지앤비시스템,연령무관,지원방법전화 후 방문 010-5204-7966,지원서류,직종병원 청소원,채용인원1명
구인상태구인마감,"근무내용<(주)두원에이앤씨>- 아파트 경비원 1명*격일, 06:00~익일 06:00(휴게 주간4h/야간6.75h)*월급 213만원*상용직*남, 일반경비원 신임교육이수증 필수*근무지 : 서대문구 세무서2길 64(홍제동) 현대그린아파트 / 3호선 홍제 2번출구*지원방법 : 팩스지원 02-395-1138 / 이메일지원 hdgr1135@hanmail.net*지원서류 : 이력서*정보출처 : 고용24","근무시간격일, 06:00~익일 06:00",근무지역서대문구 홍제동,급여월급 213만원,등록일2024-12-26,성별남,업체명(주)두원에이앤씨,연령무관,지원방법팩스지원 02-395-1138,지원서류,직종아파트 경비원,채용인원1명
